On Time,Off Time,Running Duration,Off Duration
2020-12-18 05:56:40+00:00,2020-12-18 06:35:26+00:00,0:38:46,0:31:07
2020-12-18 07:06:33+00:00,2020-12-18 07:45:31+00:00,0:38:58,0:31:27
2020-12-18 08:16:58+00:00,2020-12-18 08:55:31+00:00,0:38:33,0:31:28
2020-12-18 09:26:59+00:00,2020-12-18 10:05:36+00:00,0:38:37,0:31:39
2020-12-18 10:37:15+00:00,2020-12-18 11:16:22+00:00,0:39:07,0:31:29
2020-12-18 11:47:51+00:00,2020-12-18 12:26:32+00:00,0:38:41,0:31:09
2020-12-18 12:57:41+00:00,2020-12-18 13:36:46+00:00,0:39:05,0:31:21
2020-12-18 14:08:07+00:00,2020-12-18 14:47:36+00:00,0:39:29,0:31:31
2020-12-18 15:19:07+00:00,2020-12-18 15:58:10+00:00,0:39:03,0:31:26
2020-12-18 16:29:36+00:00,2020-12-18 17:09:05+00:00,0:39:29,0:31:08
2020-12-18 17:40:13+00:00,2020-12-18 18:19:34+00:00,0:39:21,0:31:14
2020-12-18 18:50:48+00:00,2020-12-18 19:30:05+00:00,0:39:17,0:30:47
2020-12-18 20:00:52+00:00,2020-12-18 20:40:23+00:00,0:39:31,0:31:31
2020-12-18 21:11:54+00:00,2020-12-18 21:51:50+00:00,0:39:56,0:31:35
2020-12-18 22:23:25+00:00,2020-12-18 23:02:29+00:00,0:39:04,0:31:20
2020-12-18 23:33:49+00:00,2020-12-19 00:12:46+00:00,0:38:57,0:30:46
2020-12-19 00:43:32+00:00,2020-12-19 01:22:33+00:00,0:39:01,0:31:00
2020-12-19 01:53:33+00:00,2020-12-19 02:32:39+00:00,0:39:06,0:31:14
2020-12-19 03:03:53+00:00,2020-12-19 03:42:56+00:00,0:39:03,0:31:23
2020-12-19 04:14:19+00:00,2020-12-19 04:53:34+00:00,0:39:15,0:31:47
2020-12-19 05:25:21+00:00,2020-12-19 06:04:46+00:00,0:39:25,0:31:41
2020-12-19 06:36:27+00:00,2020-12-19 07:15:51+00:00,0:39:24,0:31:43
2020-12-19 07:47:34+00:00,2020-12-19 08:26:16+00:00,0:38:42,0:31:21
2020-12-19 08:57:37+00:00,2020-12-19 09:36:57+00:00,0:39:20,0:31:59
2020-12-19 10:08:56+00:00,2020-12-19 10:47:04+00:00,0:38:08,0:31:39
2020-12-19 11:18:43+00:00,2020-12-19 11:57:36+00:00,0:38:53,0:31:51
2020-12-19 12:29:27+00:00,2020-12-19 13:08:03+00:00,0:38:36,0:31:38
2020-12-19 13:39:41+00:00,2020-12-19 14:18:40+00:00,0:38:59,0:31:36
2020-12-19 14:50:16+00:00,2020-12-19 15:29:13+00:00,0:38:57,0:31:45
2020-12-19 16:00:58+00:00,2020-12-19 16:39:56+00:00,0:38:58,0:04:32
2020-12-19 16:44:28+00:00,2020-12-19 17:08:43+00:00,0:24:15,0:04:47
2020-12-19 17:13:30+00:00,2020-12-19 18:37:36+00:00,1:24:06,0:26:55
2020-12-19 19:04:31+00:00,2020-12-19 19:53:55+00:00,0:49:24,0:29:08
2020-12-19 20:23:03+00:00,2020-12-19 21:08:20+00:00,0:45:17,0:29:22
2020-12-19 21:37:42+00:00,2020-12-19 22:20:55+00:00,0:43:13,0:29:56
2020-12-19 22:50:51+00:00,2020-12-19 23:33:31+00:00,0:42:40,0:30:08
2020-12-20 00:03:39+00:00,2020-12-20 00:44:36+00:00,0:40:57,0:30:50
2020-12-20 01:15:26+00:00,2020-12-20 01:56:13+00:00,0:40:47,0:30:56
2020-12-20 02:27:09+00:00,2020-12-20 03:06:58+00:00,0:39:49,0:30:58
2020-12-20 03:37:56+00:00,2020-12-20 04:18:06+00:00,0:40:10,0:31:00
2020-12-20 04:49:06+00:00,2020-12-20 05:28:46+00:00,0:39:40,0:31:07
2020-12-20 05:59:53+00:00,2020-12-20 06:39:34+00:00,0:39:41,0:31:02
2020-12-20 07:10:36+00:00,2020-12-20 07:49:26+00:00,0:38:50,0:31:17
2020-12-20 08:20:43+00:00,2020-12-20 08:59:16+00:00,0:38:33,0:31:38
2020-12-20 09:30:54+00:00,2020-12-20 10:09:51+00:00,0:38:57,0:31:11
2020-12-20 10:41:02+00:00,2020-12-20 11:19:53+00:00,0:38:51,0:31:10
2020-12-20 11:51:03+00:00,2020-12-20 12:29:23+00:00,0:38:20,0:30:56
2020-12-20 13:00:19+00:00,2020-12-20 13:38:27+00:00,0:38:08,0:31:31
2020-12-20 14:09:58+00:00,2020-12-20 14:48:38+00:00,0:38:40,0:31:34
2020-12-20 15:20:12+00:00,2020-12-20 15:58:15+00:00,0:38:03,0:31:14
2020-12-20 16:29:29+00:00,2020-12-20 17:03:24+00:00,0:33:55,0:06:52
2020-12-20 17:10:16+00:00,2020-12-20 17:45:43+00:00,0:35:27,0:18:55
2020-12-20 18:04:38+00:00,2020-12-20 18:26:48+00:00,0:22:10,0:04:40
2020-12-20 18:31:28+00:00,2020-12-20 19:54:37+00:00,1:23:09,0:26:23
2020-12-20 20:21:00+00:00,2020-12-20 21:10:04+00:00,0:49:04,0:27:59
2020-12-20 21:38:03+00:00,2020-12-20 22:22:24+00:00,0:44:21,0:28:42
2020-12-20 22:51:06+00:00,2020-12-20 23:34:16+00:00,0:43:10,0:29:13
2020-12-21 00:03:29+00:00,2020-12-21 00:44:25+00:00,0:40:56,0:29:37
2020-12-21 01:14:02+00:00,2020-12-21 01:54:51+00:00,0:40:49,0:29:51
2020-12-21 02:24:42+00:00,2020-12-21 03:04:01+00:00,0:39:19,0:29:56
2020-12-21 03:33:57+00:00,2020-12-21 04:12:15+00:00,0:38:18,0:30:04
2020-12-21 04:42:19+00:00,2020-12-21 05:20:35+00:00,0:38:16,0:30:13
2020-12-21 05:50:48+00:00,2020-12-21 06:28:54+00:00,0:38:06,0:30:18
2020-12-21 06:59:12+00:00,2020-12-21 07:37:31+00:00,0:38:19,0:30:34
2020-12-21 08:08:05+00:00,2020-12-21 08:45:45+00:00,0:37:40,0:30:19
2020-12-21 09:16:04+00:00,2020-12-21 09:53:41+00:00,0:37:37,0:30:14
2020-12-21 10:23:55+00:00,2020-12-21 11:01:39+00:00,0:37:44,0:30:39
2020-12-21 11:32:18+00:00,2020-12-21 12:08:26+00:00,0:36:08,0:32:22
2020-12-21 12:40:48+00:00,2020-12-21 13:17:13+00:00,0:36:25,0:32:27
2020-12-21 13:49:40+00:00,2020-12-21 14:26:30+00:00,0:36:50,0:31:22
2020-12-21 14:57:52+00:00,2020-12-21 15:34:43+00:00,0:36:51,0:30:58
2020-12-21 16:05:41+00:00,2020-12-21 16:42:27+00:00,0:36:46,0:30:49
2020-12-21 17:13:16+00:00,2020-12-21 17:50:51+00:00,0:37:35,0:30:51
2020-12-21 18:21:42+00:00,2020-12-21 18:58:56+00:00,0:37:14,0:30:25
2020-12-21 19:29:21+00:00,2020-12-21 20:06:29+00:00,0:37:08,0:30:34
2020-12-21 20:37:03+00:00,2020-12-21 21:15:19+00:00,0:38:16,0:30:41
2020-12-21 21:46:00+00:00,2020-12-21 22:23:42+00:00,0:37:42,0:30:20
2020-12-21 22:54:02+00:00,2020-12-21 23:31:23+00:00,0:37:21,0:30:51
2020-12-22 00:02:14+00:00,2020-12-22 00:39:32+00:00,0:37:18,0:30:59
2020-12-22 01:10:31+00:00,2020-12-22 01:46:53+00:00,0:36:22,0:30:37
2020-12-22 02:17:30+00:00,2020-12-22 02:54:50+00:00,0:37:20,0:30:35
2020-12-22 03:25:25+00:00,2020-12-22 04:02:30+00:00,0:37:05,0:30:42
2020-12-22 04:33:12+00:00,2020-12-22 05:10:05+00:00,0:36:53,0:30:49
2020-12-22 05:40:54+00:00,2020-12-22 06:18:31+00:00,0:37:37,0:31:02
2020-12-22 06:49:33+00:00,2020-12-22 07:26:48+00:00,0:37:15,0:30:48
2020-12-22 07:57:36+00:00,2020-12-22 08:34:42+00:00,0:37:06,0:30:31
2020-12-22 09:05:13+00:00,2020-12-22 09:42:37+00:00,0:37:24,0:30:40
2020-12-22 10:13:17+00:00,2020-12-22 10:51:00+00:00,0:37:43,0:30:38
2020-12-22 11:21:38+00:00,2020-12-22 11:57:45+00:00,0:36:07,0:32:30
2020-12-22 12:30:15+00:00,2020-12-22 13:03:33+00:00,0:33:18,0:34:23
2020-12-22 13:37:56+00:00,2020-12-22 14:11:24+00:00,0:33:28,0:32:53
2020-12-22 14:44:17+00:00,2020-12-22 15:19:28+00:00,0:35:11,0:32:07
2020-12-22 15:51:35+00:00,2020-12-22 16:27:23+00:00,0:35:48,0:31:25
2020-12-22 16:58:48+00:00,2020-12-22 17:36:04+00:00,0:37:16,0:30:49
2020-12-22 18:06:53+00:00,2020-12-22 18:43:54+00:00,0:37:01,0:30:52
2020-12-22 19:14:46+00:00,2020-12-22 19:51:40+00:00,0:36:54,0:30:43
2020-12-22 20:22:23+00:00,2020-12-22 21:00:02+00:00,0:37:39,0:30:39
2020-12-22 21:30:41+00:00,2020-12-22 22:08:14+00:00,0:37:33,0:30:53
2020-12-22 22:39:07+00:00,2020-12-22 23:16:34+00:00,0:37:27,0:04:25
2020-12-22 23:20:59+00:00,2020-12-22 23:44:51+00:00,0:23:52,0:04:46
2020-12-22 23:49:37+00:00,2020-12-23 01:09:47+00:00,1:20:10,0:26:47
2020-12-23 01:36:34+00:00,2020-12-23 02:22:29+00:00,0:45:55,0:28:14
2020-12-23 02:50:43+00:00,2020-12-23 03:32:49+00:00,0:42:06,0:29:12
2020-12-23 04:02:01+00:00,2020-12-23 04:42:27+00:00,0:40:26,0:29:15
2020-12-23 05:11:42+00:00,2020-12-23 05:51:48+00:00,0:40:06,0:29:34
2020-12-23 06:21:22+00:00,2020-12-23 07:01:11+00:00,0:39:49,0:30:16
2020-12-23 07:31:27+00:00,2020-12-23 08:10:24+00:00,0:38:57,0:29:50
2020-12-23 08:40:14+00:00,2020-12-23 09:18:53+00:00,0:38:39,0:30:23
2020-12-23 09:49:16+00:00,2020-12-23 10:27:30+00:00,0:38:14,0:30:27
2020-12-23 10:57:57+00:00,2020-12-23 11:35:38+00:00,0:37:41,0:30:19
2020-12-23 12:05:57+00:00,2020-12-23 12:44:06+00:00,0:38:09,0:30:18
2020-12-23 13:14:24+00:00,2020-12-23 13:52:32+00:00,0:38:08,0:30:36
2020-12-23 14:23:08+00:00,2020-12-23 15:01:36+00:00,0:38:28,0:30:29
2020-12-23 15:32:05+00:00,2020-12-23 16:10:25+00:00,0:38:20,0:30:36
2020-12-23 16:41:01+00:00,2020-12-23 17:19:15+00:00,0:38:14,0:30:22
2020-12-23 17:49:37+00:00,2020-12-23 18:25:06+00:00,0:35:29,0:31:48
2020-12-23 18:56:54+00:00,2020-12-23 19:33:14+00:00,0:36:20,0:31:19
2020-12-23 20:04:33+00:00,2020-12-23 20:41:35+00:00,0:37:02,0:30:46
2020-12-23 21:12:21+00:00,2020-12-23 21:50:28+00:00,0:38:07,0:30:44
2020-12-23 22:21:12+00:00,2020-12-23 22:59:00+00:00,0:37:48,0:30:26
2020-12-23 23:29:26+00:00,2020-12-24 00:07:09+00:00,0:37:43,0:30:48
2020-12-24 00:37:57+00:00,2020-12-24 01:15:39+00:00,0:37:42,0:30:50
2020-12-24 01:46:29+00:00,2020-12-24 02:24:09+00:00,0:37:40,0:30:49
2020-12-24 02:54:58+00:00,2020-12-24 03:32:02+00:00,0:37:04,0:30:36
2020-12-24 04:02:38+00:00,2020-12-24 04:39:57+00:00,0:37:19,0:30:33
2020-12-24 05:10:30+00:00,2020-12-24 05:47:57+00:00,0:37:27,0:30:45
2020-12-24 06:18:42+00:00,2020-12-24 06:56:21+00:00,0:37:39,0:30:49
2020-12-24 07:27:10+00:00,2020-12-24 08:04:30+00:00,0:37:20,0:30:28
2020-12-24 08:34:58+00:00,2020-12-24 09:11:59+00:00,0:37:01,0:30:58
2020-12-24 09:42:57+00:00,2020-12-24 10:20:19+00:00,0:37:22,0:30:52
2020-12-24 10:51:11+00:00,2020-12-24 11:28:46+00:00,0:37:35,0:30:45
2020-12-24 11:59:31+00:00,2020-12-24 12:37:01+00:00,0:37:30,0:30:57
2020-12-24 13:07:58+00:00,2020-12-24 13:45:29+00:00,0:37:31,0:31:03
2020-12-24 14:16:32+00:00,2020-12-24 14:54:01+00:00,0:37:29,0:30:33
2020-12-24 15:24:34+00:00,2020-12-24 16:02:16+00:00,0:37:42,0:30:42
2020-12-24 16:32:58+00:00,2020-12-24 17:10:40+00:00,0:37:42,0:30:44
2020-12-24 17:41:24+00:00,2020-12-24 18:19:07+00:00,0:37:43,0:30:21
2020-12-24 18:49:28+00:00,2020-12-24 19:27:04+00:00,0:37:36,0:30:19
2020-12-24 19:57:23+00:00,2020-12-24 20:35:17+00:00,0:37:54,0:30:21
2020-12-24 21:05:38+00:00,2020-12-24 21:43:36+00:00,0:37:58,0:30:26
2020-12-24 22:14:02+00:00,2020-12-24 22:51:47+00:00,0:37:45,0:30:43
2020-12-24 23:22:30+00:00,2020-12-25 00:00:01+00:00,0:37:31,0:30:46
2020-12-25 00:30:47+00:00,2020-12-25 01:08:42+00:00,0:37:55,0:31:08
2020-12-25 01:39:50+00:00,2020-12-25 02:17:09+00:00,0:37:19,0:30:50
2020-12-25 02:47:59+00:00,2020-12-25 03:25:42+00:00,0:37:43,0:30:56
2020-12-25 03:56:38+00:00,2020-12-25 04:34:02+00:00,0:37:24,0:04:18
2020-12-25 04:38:20+00:00,2020-12-25 05:02:57+00:00,0:24:37,0:04:49
2020-12-25 05:07:46+00:00,2020-12-25 06:28:13+00:00,1:20:27,0:26:20
2020-12-25 06:54:33+00:00,2020-12-25 07:40:49+00:00,0:46:16,0:28:02
2020-12-25 08:08:51+00:00,2020-12-25 08:51:10+00:00,0:42:19,0:29:08
2020-12-25 09:20:18+00:00,2020-12-25 10:01:21+00:00,0:41:03,0:29:22
2020-12-25 10:30:43+00:00,2020-12-25 11:10:54+00:00,0:40:11,0:29:43
2020-12-25 11:40:37+00:00,2020-12-25 12:20:36+00:00,0:39:59,0:29:43
2020-12-25 12:50:19+00:00,2020-12-25 13:29:47+00:00,0:39:28,0:29:52
2020-12-25 13:59:39+00:00,2020-12-25 14:39:35+00:00,0:39:56,0:30:13
2020-12-25 15:09:48+00:00,2020-12-25 15:48:49+00:00,0:39:01,0:30:09
2020-12-25 16:18:58+00:00,2020-12-25 16:57:00+00:00,0:38:02,0:29:58
2020-12-25 17:26:58+00:00,2020-12-25 18:22:39+00:00,0:55:41,0:04:37
2020-12-25 18:27:16+00:00,2020-12-25 21:12:13+00:00,2:44:57,0:27:06
2020-12-25 21:39:19+00:00,2020-12-25 22:30:42+00:00,0:51:23,0:27:43
2020-12-25 22:58:25+00:00,2020-12-25 23:44:46+00:00,0:46:21,0:28:44
2020-12-26 00:13:30+00:00,2020-12-26 00:57:45+00:00,0:44:15,0:28:57
2020-12-26 01:26:42+00:00,2020-12-26 02:09:13+00:00,0:42:31,0:29:26
2020-12-26 02:38:39+00:00,2020-12-26 03:20:06+00:00,0:41:27,0:29:24
2020-12-26 03:49:30+00:00,2020-12-26 04:29:32+00:00,0:40:02,0:29:26
2020-12-26 04:58:58+00:00,2020-12-26 05:39:26+00:00,0:40:28,0:29:45
2020-12-26 06:09:11+00:00,2020-12-26 06:48:03+00:00,0:38:52,0:29:59
2020-12-26 07:18:02+00:00,2020-12-26 07:57:04+00:00,0:39:02,0:30:00
2020-12-26 08:27:04+00:00,2020-12-26 09:05:02+00:00,0:37:58,0:30:05
2020-12-26 09:35:07+00:00,2020-12-26 10:12:29+00:00,0:37:22,0:30:28
2020-12-26 10:42:57+00:00,2020-12-26 11:21:01+00:00,0:38:04,0:30:37
2020-12-26 11:51:38+00:00,2020-12-26 12:29:24+00:00,0:37:46,0:30:38
2020-12-26 13:00:02+00:00,2020-12-26 13:37:21+00:00,0:37:19,0:30:20
2020-12-26 14:07:41+00:00,2020-12-26 14:44:56+00:00,0:37:15,0:30:34
2020-12-26 15:15:30+00:00,2020-12-26 15:52:28+00:00,0:36:58,0:30:13
2020-12-26 16:22:41+00:00,2020-12-26 16:59:55+00:00,0:37:14,0:30:33
2020-12-26 17:30:28+00:00,2020-12-26 18:07:45+00:00,0:37:17,0:30:27
2020-12-26 18:38:12+00:00,2020-12-26 19:15:36+00:00,0:37:24,0:30:24
2020-12-26 19:46:00+00:00,2020-12-26 20:23:08+00:00,0:37:08,0:30:03
2020-12-26 20:53:11+00:00,2020-12-26 21:30:24+00:00,0:37:13,0:30:26
2020-12-26 22:00:50+00:00,2020-12-26 22:38:14+00:00,0:37:24,0:30:37
2020-12-26 23:08:51+00:00,2020-12-26 23:46:11+00:00,0:37:20,0:30:19
2020-12-27 00:16:30+00:00,2020-12-27 00:53:57+00:00,0:37:27,0:30:37
2020-12-27 01:24:34+00:00,2020-12-27 02:01:59+00:00,0:37:25,0:30:29
2020-12-27 02:32:28+00:00,2020-12-27 03:09:43+00:00,0:37:15,0:31:00
2020-12-27 03:40:43+00:00,2020-12-27 04:17:32+00:00,0:36:49,0:30:57
2020-12-27 04:48:29+00:00,2020-12-27 05:25:18+00:00,0:36:49,0:31:01
2020-12-27 05:56:19+00:00,2020-12-27 06:32:54+00:00,0:36:35,0:30:31
2020-12-27 07:03:25+00:00,2020-12-27 07:40:06+00:00,0:36:41,0:30:54
2020-12-27 08:11:00+00:00,2020-12-27 08:47:56+00:00,0:36:56,0:31:00
2020-12-27 09:18:56+00:00,2020-12-27 09:55:20+00:00,0:36:24,0:30:46
2020-12-27 10:26:06+00:00,2020-12-27 11:03:23+00:00,0:37:17,0:30:52
2020-12-27 11:34:15+00:00,2020-12-27 12:11:07+00:00,0:36:52,0:31:08
2020-12-27 12:42:15+00:00,2020-12-27 13:19:16+00:00,0:37:01,0:30:45
2020-12-27 13:50:01+00:00,2020-12-27 14:25:39+00:00,0:35:38,0:32:13
2020-12-27 14:57:52+00:00,2020-12-27 15:33:09+00:00,0:35:17,0:31:22
2020-12-27 16:04:31+00:00,2020-12-27 16:40:36+00:00,0:36:05,0:31:14
2020-12-27 17:11:50+00:00,2020-12-27 17:48:21+00:00,0:36:31,0:31:16
2020-12-27 18:19:37+00:00,2020-12-27 18:56:49+00:00,0:37:12,0:31:19
2020-12-27 19:28:08+00:00,2020-12-27 20:05:35+00:00,0:37:27,0:30:59
2020-12-27 20:36:34+00:00,2020-12-27 21:14:05+00:00,0:37:31,0:30:51
2020-12-27 21:44:56+00:00,2020-12-27 22:22:26+00:00,0:37:30,0:30:49
2020-12-27 22:53:15+00:00,2020-12-27 23:30:35+00:00,0:37:20,0:04:07
2020-12-27 23:34:42+00:00,2020-12-27 23:57:42+00:00,0:23:00,0:04:50
2020-12-28 00:02:32+00:00,2020-12-28 01:21:13+00:00,1:18:41,0:26:39
2020-12-28 01:47:52+00:00,2020-12-28 02:32:35+00:00,0:44:43,0:28:34
2020-12-28 03:01:09+00:00,2020-12-28 03:42:56+00:00,0:41:47,0:29:40
2020-12-28 04:12:36+00:00,2020-12-28 04:52:43+00:00,0:40:07,0:29:23
2020-12-28 05:22:06+00:00,2020-12-28 06:02:21+00:00,0:40:15,0:30:09
2020-12-28 06:32:30+00:00,2020-12-28 07:11:38+00:00,0:39:08,0:29:56
2020-12-28 07:41:34+00:00,2020-12-28 08:21:18+00:00,0:39:44,0:30:05
2020-12-28 08:51:23+00:00,2020-12-28 09:30:31+00:00,0:39:08,0:30:20
2020-12-28 10:00:51+00:00,2020-12-28 10:39:40+00:00,0:38:49,0:30:20
2020-12-28 11:10:00+00:00,2020-12-28 11:49:00+00:00,0:39:00,0:30:25
2020-12-28 12:19:25+00:00,2020-12-28 12:58:15+00:00,0:38:50,0:30:22
2020-12-28 13:28:37+00:00,2020-12-28 14:07:04+00:00,0:38:27,0:30:40
2020-12-28 14:37:44+00:00,2020-12-28 15:16:10+00:00,0:38:26,0:30:44
2020-12-28 15:46:54+00:00,2020-12-28 16:24:50+00:00,0:37:56,0:30:30
2020-12-28 16:55:20+00:00,2020-12-28 17:33:18+00:00,0:37:58,0:30:37
2020-12-28 18:03:55+00:00,2020-12-28 18:41:58+00:00,0:38:03,0:30:26
2020-12-28 19:12:24+00:00,2020-12-28 19:51:04+00:00,0:38:40,0:30:36
2020-12-28 20:21:40+00:00,2020-12-28 20:59:35+00:00,0:37:55,0:30:50
2020-12-28 21:30:25+00:00,2020-12-28 22:08:44+00:00,0:38:19,0:30:55
2020-12-28 22:39:39+00:00,2020-12-28 23:17:23+00:00,0:37:44,0:31:12
2020-12-28 23:48:35+00:00,2020-12-29 00:25:49+00:00,0:37:14,0:30:58
2020-12-29 00:56:47+00:00,2020-12-29 01:33:51+00:00,0:37:04,0:31:08
2020-12-29 02:04:59+00:00,2020-12-29 02:41:02+00:00,0:36:03,0:32:03
2020-12-29 03:13:05+00:00,2020-12-29 03:48:34+00:00,0:35:29,0:32:11
2020-12-29 04:20:45+00:00,2020-12-29 04:56:04+00:00,0:35:19,0:31:40
2020-12-29 05:27:44+00:00,2020-12-29 06:03:36+00:00,0:35:52,0:31:31
2020-12-29 06:35:07+00:00,2020-12-29 07:11:01+00:00,0:35:54,0:31:22
2020-12-29 07:42:23+00:00,2020-12-29 08:18:21+00:00,0:35:58,0:31:21
2020-12-29 08:49:42+00:00,2020-12-29 09:26:04+00:00,0:36:22,0:31:31
2020-12-29 09:57:35+00:00,2020-12-29 10:34:01+00:00,0:36:26,0:31:32
2020-12-29 11:05:33+00:00,2020-12-29 11:42:06+00:00,0:36:33,0:31:10
2020-12-29 12:13:16+00:00,2020-12-29 12:49:49+00:00,0:36:33,0:31:33
2020-12-29 13:21:22+00:00,2020-12-29 13:57:20+00:00,0:35:58,0:30:52
2020-12-29 14:28:12+00:00,2020-12-29 15:04:37+00:00,0:36:25,0:30:57
2020-12-29 15:35:34+00:00,2020-12-29 16:11:47+00:00,0:36:13,0:31:09
2020-12-29 16:42:56+00:00,2020-12-29 17:19:19+00:00,0:36:23,0:31:18
2020-12-29 17:50:37+00:00,2020-12-29 18:26:50+00:00,0:36:13,0:30:59
2020-12-29 18:57:49+00:00,2020-12-29 19:34:24+00:00,0:36:35,0:31:17
2020-12-29 20:05:41+00:00,2020-12-29 20:42:14+00:00,0:36:33,0:31:10
2020-12-29 21:13:24+00:00,2020-12-29 21:50:11+00:00,0:36:47,0:31:25
2020-12-29 22:21:36+00:00,2020-12-29 22:58:12+00:00,0:36:36,0:30:59
2020-12-29 23:29:11+00:00,2020-12-30 00:05:54+00:00,0:36:43,0:31:22
2020-12-30 00:37:16+00:00,2020-12-30 01:13:48+00:00,0:36:32,0:31:31
2020-12-30 01:45:19+00:00,2020-12-30 02:21:48+00:00,0:36:29,0:31:18
2020-12-30 02:53:06+00:00,2020-12-30 03:29:22+00:00,0:36:16,0:31:11
2020-12-30 04:00:33+00:00,2020-12-30 04:37:00+00:00,0:36:27,0:31:16
2020-12-30 05:08:16+00:00,2020-12-30 05:44:37+00:00,0:36:21,0:03:54
2020-12-30 05:48:31+00:00,2020-12-30 06:12:23+00:00,0:23:52,0:04:45
2020-12-30 06:17:08+00:00,2020-12-30 07:34:01+00:00,1:16:53,0:26:50
2020-12-30 08:00:51+00:00,2020-12-30 08:44:28+00:00,0:43:37,0:28:44
2020-12-30 09:13:12+00:00,2020-12-30 09:53:47+00:00,0:40:35,0:29:31
2020-12-30 10:23:18+00:00,2020-12-30 11:02:20+00:00,0:39:02,0:30:13
2020-12-30 11:32:33+00:00,2020-12-30 12:11:38+00:00,0:39:05,0:30:31
2020-12-30 12:42:09+00:00,2020-12-30 13:20:35+00:00,0:38:26,0:30:15
2020-12-30 13:50:50+00:00,2020-12-30 14:28:28+00:00,0:37:38,0:30:07
2020-12-30 14:58:35+00:00,2020-12-30 15:36:24+00:00,0:37:49,0:30:39
2020-12-30 16:07:03+00:00,2020-12-30 16:44:37+00:00,0:37:34,0:27:53
2020-12-30 17:12:30+00:00,2020-12-30 17:32:08+00:00,0:19:38,0:04:49
2020-12-30 17:36:57+00:00,2020-12-30 19:37:01+00:00,2:00:04,0:28:24
2020-12-30 20:05:25+00:00,2020-12-30 20:50:51+00:00,0:45:26,0:29:18
2020-12-30 21:20:09+00:00,2020-12-30 22:03:58+00:00,0:43:49,0:29:35
2020-12-30 22:33:33+00:00,2020-12-30 23:16:22+00:00,0:42:49,0:29:42
2020-12-30 23:46:04+00:00,2020-12-31 00:28:12+00:00,0:42:08,0:30:05
2020-12-31 00:58:17+00:00,2020-12-31 01:39:37+00:00,0:41:20,0:29:58
2020-12-31 02:09:35+00:00,2020-12-31 02:49:47+00:00,0:40:12,0:30:32
2020-12-31 03:20:19+00:00,2020-12-31 03:59:20+00:00,0:39:01,0:30:38
2020-12-31 04:29:58+00:00,2020-12-31 05:08:51+00:00,0:38:53,0:30:26
2020-12-31 05:39:17+00:00,2020-12-31 06:17:28+00:00,0:38:11,0:30:45
2020-12-31 06:48:13+00:00,2020-12-31 07:26:06+00:00,0:37:53,0:30:56
2020-12-31 07:57:02+00:00,2020-12-31 08:34:57+00:00,0:37:55,0:31:03
2020-12-31 09:06:00+00:00,2020-12-31 09:43:44+00:00,0:37:44,0:31:05
2020-12-31 10:14:49+00:00,2020-12-31 10:51:42+00:00,0:36:53,0:30:41
2020-12-31 11:22:23+00:00,2020-12-31 11:57:53+00:00,0:35:30,0:34:19
2020-12-31 12:32:12+00:00,2020-12-31 13:00:30+00:00,0:28:18,0:28:50
2020-12-31 13:29:20+00:00,2020-12-31 13:50:04+00:00,0:20:44,0:04:43
2020-12-31 13:54:47+00:00,2020-12-31 15:01:13+00:00,1:06:26,0:28:38
2020-12-31 15:29:51+00:00,2020-12-31 16:13:50+00:00,0:43:59,0:31:50
2020-12-31 16:45:40+00:00,2020-12-31 17:06:39+00:00,0:20:59,0:33:04
2020-12-31 17:39:43+00:00,2020-12-31 18:08:21+00:00,0:28:38,0:30:29
2020-12-31 18:38:50+00:00,2020-12-31 19:12:58+00:00,0:34:08,0:28:15
2020-12-31 19:41:13+00:00,2020-12-31 20:09:30+00:00,0:28:17,0:30:14
2020-12-31 20:39:44+00:00,2020-12-31 21:07:26+00:00,0:27:42,0:30:56
2020-12-31 21:38:22+00:00,2020-12-31 22:06:20+00:00,0:27:58,0:30:53
2020-12-31 22:37:13+00:00,2020-12-31 23:11:30+00:00,0:34:17,0:29:12
2020-12-31 23:40:42+00:00,2021-01-01 00:42:55+00:00,1:02:13,0:07:25
2021-01-01 00:50:20+00:00,2021-01-01 01:14:34+00:00,0:24:14,0:04:36
2021-01-01 01:19:10+00:00,2021-01-01 04:35:07+00:00,3:15:57,0:20:24
2021-01-01 04:55:31+00:00,2021-01-01 05:24:39+00:00,0:29:08,0:19:18
2021-01-01 05:43:57+00:00,2021-01-01 06:10:15+00:00,0:26:18,0:21:23
2021-01-01 06:31:38+00:00,2021-01-01 07:32:35+00:00,1:00:57,0:19:01
2021-01-01 07:51:36+00:00,2021-01-01 08:47:09+00:00,0:55:33,0:19:27
2021-01-01 09:06:36+00:00,2021-01-01 09:36:28+00:00,0:29:52,0:04:47
2021-01-01 09:41:15+00:00,2021-01-01 11:15:57+00:00,1:34:42,0:27:10
2021-01-01 11:43:07+00:00,2021-01-01 12:37:02+00:00,0:53:55,0:29:04
2021-01-01 13:06:06+00:00,2021-01-01 13:53:10+00:00,0:47:04,0:28:29
2021-01-01 14:21:39+00:00,2021-01-01 15:03:13+00:00,0:41:34,0:35:16
2021-01-01 15:38:29+00:00,2021-01-01 16:00:20+00:00,0:21:51,0:34:47
2021-01-01 16:35:07+00:00,2021-01-01 17:18:32+00:00,0:43:25,0:29:53
2021-01-01 17:48:25+00:00,2021-01-01 18:27:53+00:00,0:39:28,0:35:54
