On Time,Off Time,Running Duration,Off Duration
2021-01-01 01:27:51+00:00,2021-01-01 01:34:28+00:00,0:06:37,0:32:57
2021-01-01 02:07:25+00:00,2021-01-01 02:14:10+00:00,0:06:45,0:33:28
2021-01-01 02:47:38+00:00,2021-01-01 02:54:23+00:00,0:06:45,0:32:18
2021-01-01 03:26:41+00:00,2021-01-01 03:33:14+00:00,0:06:33,0:32:42
2021-01-01 04:05:56+00:00,2021-01-01 04:12:53+00:00,0:06:57,0:33:01
2021-01-01 04:45:54+00:00,2021-01-01 04:52:26+00:00,0:06:32,0:33:05
2021-01-01 05:25:31+00:00,2021-01-01 05:32:14+00:00,0:06:43,0:33:17
2021-01-01 06:05:31+00:00,2021-01-01 06:12:13+00:00,0:06:42,0:33:08
2021-01-01 06:45:21+00:00,2021-01-01 06:51:59+00:00,0:06:38,0:33:31
2021-01-01 07:25:30+00:00,2021-01-01 07:32:15+00:00,0:06:45,0:33:54
2021-01-01 08:06:09+00:00,2021-01-01 08:13:30+00:00,0:07:21,0:33:18
2021-01-01 08:46:48+00:00,2021-01-01 08:53:39+00:00,0:06:51,0:33:09
2021-01-01 09:26:48+00:00,2021-01-01 09:33:43+00:00,0:06:55,0:33:06
2021-01-01 10:06:49+00:00,2021-01-01 10:13:17+00:00,0:06:28,0:26:22
2021-01-01 10:39:39+00:00,2021-01-01 10:46:15+00:00,0:06:36,0:27:56
2021-01-01 11:14:11+00:00,2021-01-01 11:20:39+00:00,0:06:28,0:30:10
2021-01-01 11:50:49+00:00,2021-01-01 11:57:55+00:00,0:07:06,0:31:28
2021-01-01 12:29:23+00:00,2021-01-01 12:36:15+00:00,0:06:52,0:31:32
2021-01-01 13:07:47+00:00,2021-01-01 13:14:38+00:00,0:06:51,0:32:31
2021-01-01 13:47:09+00:00,2021-01-01 13:53:52+00:00,0:06:43,0:33:46
2021-01-01 14:27:38+00:00,2021-01-01 14:34:22+00:00,0:06:44,0:33:29
2021-01-01 15:07:51+00:00,2021-01-01 15:14:43+00:00,0:06:52,0:34:20
2021-01-01 15:49:03+00:00,2021-01-01 15:56:00+00:00,0:06:57,0:33:25
2021-01-01 16:29:25+00:00,2021-01-01 16:35:52+00:00,0:06:27,0:33:59
2021-01-01 17:09:51+00:00,2021-01-01 17:17:01+00:00,0:07:10,0:33:58
2021-01-01 17:50:59+00:00,2021-01-01 17:57:50+00:00,0:06:51,0:34:14
2021-01-01 18:32:04+00:00,2021-01-01 18:39:12+00:00,0:07:08,0:34:11
2021-01-01 19:13:23+00:00,2021-01-01 19:20:35+00:00,0:07:12,0:34:01
2021-01-01 19:54:36+00:00,2021-01-01 20:01:19+00:00,0:06:43,0:34:16
2021-01-01 20:35:35+00:00,2021-01-01 20:42:34+00:00,0:06:59,0:33:52
2021-01-01 21:16:26+00:00,2021-01-01 21:23:32+00:00,0:07:06,0:34:24
2021-01-01 21:57:56+00:00,2021-01-01 22:05:10+00:00,0:07:14,0:34:06
2021-01-01 22:39:16+00:00,2021-01-01 22:45:57+00:00,0:06:41,0:33:53
2021-01-01 23:19:50+00:00,2021-01-01 23:26:32+00:00,0:06:42,0:33:32
2021-01-02 00:00:04+00:00,2021-01-02 00:07:16+00:00,0:07:12,0:34:05
2021-01-02 00:41:21+00:00,2021-01-02 00:48:03+00:00,0:06:42,0:33:45
2021-01-02 01:21:48+00:00,2021-01-02 01:28:50+00:00,0:07:02,0:33:44
2021-01-02 02:02:34+00:00,2021-01-02 02:09:11+00:00,0:06:37,0:34:31
2021-01-02 02:43:42+00:00,2021-01-02 02:50:42+00:00,0:07:00,0:35:01
2021-01-02 03:25:43+00:00,2021-01-02 03:32:32+00:00,0:06:49,0:34:43
2021-01-02 04:07:15+00:00,2021-01-02 04:13:58+00:00,0:06:43,0:34:30
2021-01-02 04:48:28+00:00,2021-01-02 04:55:19+00:00,0:06:51,0:33:43
2021-01-02 05:29:02+00:00,2021-01-02 05:35:53+00:00,0:06:51,0:33:15
2021-01-02 06:09:08+00:00,2021-01-02 06:16:00+00:00,0:06:52,0:33:28
2021-01-02 06:49:28+00:00,2021-01-02 06:56:22+00:00,0:06:54,0:33:38
2021-01-02 07:30:00+00:00,2021-01-02 07:36:57+00:00,0:06:57,0:34:25
2021-01-02 08:11:22+00:00,2021-01-02 08:18:25+00:00,0:07:03,0:34:21
2021-01-02 08:52:46+00:00,2021-01-02 09:00:08+00:00,0:07:22,0:34:48
2021-01-02 09:34:56+00:00,2021-01-02 09:41:42+00:00,0:06:46,0:34:51
2021-01-02 10:16:33+00:00,2021-01-02 10:23:09+00:00,0:06:36,0:34:27
2021-01-02 10:57:36+00:00,2021-01-02 11:04:52+00:00,0:07:16,0:34:11
2021-01-02 11:39:03+00:00,2021-01-02 11:45:51+00:00,0:06:48,0:34:15
2021-01-02 12:20:06+00:00,2021-01-02 12:26:45+00:00,0:06:39,0:34:24
2021-01-02 13:01:09+00:00,2021-01-02 13:08:26+00:00,0:07:17,0:35:29
2021-01-02 13:43:55+00:00,2021-01-02 13:50:34+00:00,0:06:39,0:34:55
2021-01-02 14:25:29+00:00,2021-01-02 14:32:26+00:00,0:06:57,0:35:33
2021-01-02 15:07:59+00:00,2021-01-02 15:14:56+00:00,0:06:57,0:34:59
2021-01-02 15:49:55+00:00,2021-01-02 15:57:09+00:00,0:07:14,0:35:13
2021-01-02 16:32:22+00:00,2021-01-02 16:39:07+00:00,0:06:45,0:28:23
2021-01-02 17:07:30+00:00,2021-01-02 17:14:32+00:00,0:07:02,0:30:14
2021-01-02 17:44:46+00:00,2021-01-02 17:51:23+00:00,0:06:37,0:32:59
2021-01-02 18:24:22+00:00,2021-01-02 18:31:13+00:00,0:06:51,0:32:29
2021-01-02 19:03:42+00:00,2021-01-02 19:10:41+00:00,0:06:59,0:32:25
2021-01-02 19:43:06+00:00,2021-01-02 19:49:51+00:00,0:06:45,0:32:42
2021-01-02 20:22:33+00:00,2021-01-02 20:29:44+00:00,0:07:11,0:33:10
2021-01-02 21:02:54+00:00,2021-01-02 21:09:31+00:00,0:06:37,0:33:24
2021-01-02 21:42:55+00:00,2021-01-02 21:49:55+00:00,0:07:00,0:32:27
2021-01-02 22:22:22+00:00,2021-01-02 22:29:17+00:00,0:06:55,0:32:56
2021-01-02 23:02:13+00:00,2021-01-02 23:08:49+00:00,0:06:36,0:33:11
2021-01-02 23:42:00+00:00,2021-01-02 23:49:02+00:00,0:07:02,0:33:14
2021-01-03 00:22:16+00:00,2021-01-03 00:28:49+00:00,0:06:33,0:33:09
2021-01-03 01:01:58+00:00,2021-01-03 01:08:53+00:00,0:06:55,0:34:07
2021-01-03 01:43:00+00:00,2021-01-03 01:49:58+00:00,0:06:58,0:33:45
2021-01-03 02:23:43+00:00,2021-01-03 02:30:32+00:00,0:06:49,0:33:27
2021-01-03 03:03:59+00:00,2021-01-03 03:10:53+00:00,0:06:54,0:33:31
2021-01-03 03:44:24+00:00,2021-01-03 03:50:57+00:00,0:06:33,0:33:33
2021-01-03 04:24:30+00:00,2021-01-03 04:31:31+00:00,0:07:01,0:33:21
2021-01-03 05:04:52+00:00,2021-01-03 05:12:02+00:00,0:07:10,0:33:22
2021-01-03 05:45:24+00:00,2021-01-03 05:52:10+00:00,0:06:46,0:33:42
2021-01-03 06:25:52+00:00,2021-01-03 06:33:20+00:00,0:07:28,0:33:49
2021-01-03 07:07:09+00:00,2021-01-03 07:14:06+00:00,0:06:57,0:33:53
2021-01-03 07:47:59+00:00,2021-01-03 07:54:41+00:00,0:06:42,0:34:46
2021-01-03 08:29:27+00:00,2021-01-03 08:36:43+00:00,0:07:16,0:34:31
2021-01-03 09:11:14+00:00,2021-01-03 09:17:48+00:00,0:06:34,0:34:40
2021-01-03 09:52:28+00:00,2021-01-03 09:59:30+00:00,0:07:02,0:34:44
2021-01-03 10:34:14+00:00,2021-01-03 10:41:06+00:00,0:06:52,0:34:45
2021-01-03 11:15:51+00:00,2021-01-03 11:22:53+00:00,0:07:02,0:34:06
2021-01-03 11:56:59+00:00,2021-01-03 12:03:54+00:00,0:06:55,0:33:33
2021-01-03 12:37:27+00:00,2021-01-03 12:44:25+00:00,0:06:58,0:33:13
2021-01-03 13:17:38+00:00,2021-01-03 13:24:14+00:00,0:06:36,0:33:41
2021-01-03 13:57:55+00:00,2021-01-03 14:05:09+00:00,0:07:14,0:34:22
2021-01-03 14:39:31+00:00,2021-01-03 14:46:39+00:00,0:07:08,0:34:08
2021-01-03 15:20:47+00:00,2021-01-03 15:27:45+00:00,0:06:58,0:34:07
2021-01-03 16:01:52+00:00,2021-01-03 16:09:21+00:00,0:07:29,0:34:25
2021-01-03 16:43:46+00:00,2021-01-03 16:50:51+00:00,0:07:05,0:30:10
2021-01-03 17:21:01+00:00,2021-01-03 17:28:43+00:00,0:07:42,0:26:08
2021-01-03 17:54:51+00:00,2021-01-03 18:01:18+00:00,0:06:27,0:22:05
2021-01-03 18:23:23+00:00,2021-01-03 18:30:36+00:00,0:07:13,0:22:45
2021-01-03 18:53:21+00:00,2021-01-03 19:00:24+00:00,0:07:03,0:16:16
2021-01-03 19:16:40+00:00,2021-01-03 19:23:18+00:00,0:06:38,0:20:18
2021-01-03 19:43:36+00:00,2021-01-03 19:49:54+00:00,0:06:18,0:18:55
2021-01-03 20:08:49+00:00,2021-01-03 20:15:05+00:00,0:06:16,0:19:43
2021-01-03 20:34:48+00:00,2021-01-03 20:41:41+00:00,0:06:53,0:22:41
2021-01-03 21:04:22+00:00,2021-01-03 21:11:03+00:00,0:06:41,0:21:29
2021-01-03 21:32:32+00:00,2021-01-03 21:38:55+00:00,0:06:23,0:22:37
2021-01-03 22:01:32+00:00,2021-01-03 22:07:58+00:00,0:06:26,0:23:13
2021-01-03 22:31:11+00:00,2021-01-03 22:37:21+00:00,0:06:10,0:23:50
2021-01-03 23:01:11+00:00,2021-01-03 23:07:25+00:00,0:06:14,0:25:04
2021-01-03 23:32:29+00:00,2021-01-03 23:38:55+00:00,0:06:26,0:25:39
2021-01-04 00:04:34+00:00,2021-01-04 00:11:01+00:00,0:06:27,0:26:32
2021-01-04 00:37:33+00:00,2021-01-04 00:44:03+00:00,0:06:30,0:26:50
2021-01-04 01:10:53+00:00,2021-01-04 01:17:33+00:00,0:06:40,0:27:41
2021-01-04 01:45:14+00:00,2021-01-04 01:51:57+00:00,0:06:43,0:27:40
2021-01-04 02:19:37+00:00,2021-01-04 02:26:09+00:00,0:06:32,0:27:51
2021-01-04 02:54:00+00:00,2021-01-04 03:00:57+00:00,0:06:57,0:28:01
2021-01-04 03:28:58+00:00,2021-01-04 03:35:29+00:00,0:06:31,0:29:10
2021-01-04 04:04:39+00:00,2021-01-04 04:10:57+00:00,0:06:18,0:28:32
2021-01-04 04:39:29+00:00,2021-01-04 04:45:54+00:00,0:06:25,0:29:06
2021-01-04 05:15:00+00:00,2021-01-04 05:21:32+00:00,0:06:32,0:29:47
2021-01-04 05:51:19+00:00,2021-01-04 05:57:43+00:00,0:06:24,0:13:40
2021-01-04 06:11:23+00:00,2021-01-04 06:13:00+00:00,0:01:37,0:03:00
2021-01-04 06:16:00+00:00,2021-01-04 06:21:41+00:00,0:05:41,0:25:32
2021-01-04 06:47:13+00:00,2021-01-04 06:53:28+00:00,0:06:15,0:27:45
2021-01-04 07:21:13+00:00,2021-01-04 07:27:52+00:00,0:06:39,0:28:58
2021-01-04 07:56:50+00:00,2021-01-04 08:03:00+00:00,0:06:10,0:28:29
2021-01-04 08:31:29+00:00,2021-01-04 08:38:21+00:00,0:06:52,0:28:22
2021-01-04 09:06:43+00:00,2021-01-04 09:13:21+00:00,0:06:38,0:28:32
2021-01-04 09:41:53+00:00,2021-01-04 09:48:34+00:00,0:06:41,0:27:22
2021-01-04 10:15:56+00:00,2021-01-04 10:22:46+00:00,0:06:50,0:28:44
2021-01-04 10:51:30+00:00,2021-01-04 10:58:18+00:00,0:06:48,0:30:19
2021-01-04 11:28:37+00:00,2021-01-04 11:35:23+00:00,0:06:46,0:30:05
2021-01-04 12:05:28+00:00,2021-01-04 12:12:00+00:00,0:06:32,0:30:35
2021-01-04 12:42:35+00:00,2021-01-04 12:49:16+00:00,0:06:41,0:30:15
2021-01-04 13:19:31+00:00,2021-01-04 13:26:17+00:00,0:06:46,0:25:46
2021-01-04 13:52:03+00:00,2021-01-04 13:58:42+00:00,0:06:39,0:20:44
2021-01-04 14:19:26+00:00,2021-01-04 14:26:35+00:00,0:07:09,0:24:17
2021-01-04 14:50:52+00:00,2021-01-04 14:57:19+00:00,0:06:27,0:25:05
2021-01-04 15:22:24+00:00,2021-01-04 15:28:49+00:00,0:06:25,0:25:33
2021-01-04 15:54:22+00:00,2021-01-04 16:00:38+00:00,0:06:16,0:25:22
2021-01-04 16:26:00+00:00,2021-01-04 16:32:47+00:00,0:06:47,0:25:41
2021-01-04 16:58:28+00:00,2021-01-04 17:05:13+00:00,0:06:45,0:26:56
2021-01-04 17:32:09+00:00,2021-01-04 17:39:17+00:00,0:07:08,0:21:02
2021-01-04 18:00:19+00:00,2021-01-04 18:07:00+00:00,0:06:41,0:20:23
2021-01-04 18:27:23+00:00,2021-01-04 18:34:00+00:00,0:06:37,0:22:07
2021-01-04 18:56:07+00:00,2021-01-04 19:02:29+00:00,0:06:22,0:23:33
2021-01-04 19:26:02+00:00,2021-01-04 19:32:16+00:00,0:06:14,0:24:03
2021-01-04 19:56:19+00:00,2021-01-04 20:02:34+00:00,0:06:15,0:24:38
2021-01-04 20:27:12+00:00,2021-01-04 20:33:59+00:00,0:06:47,0:21:07
2021-01-04 20:55:06+00:00,2021-01-04 21:01:06+00:00,0:06:00,0:21:57
2021-01-04 21:23:03+00:00,2021-01-04 21:29:31+00:00,0:06:28,0:22:02
2021-01-04 21:51:33+00:00,2021-01-04 21:57:42+00:00,0:06:09,0:23:45
2021-01-04 22:21:27+00:00,2021-01-04 22:27:53+00:00,0:06:26,0:24:50
2021-01-04 22:52:43+00:00,2021-01-04 22:59:11+00:00,0:06:28,0:24:45
2021-01-04 23:23:56+00:00,2021-01-04 23:30:39+00:00,0:06:43,0:24:54
2021-01-04 23:55:33+00:00,2021-01-05 00:01:57+00:00,0:06:24,0:25:50
2021-01-05 00:27:47+00:00,2021-01-05 00:34:30+00:00,0:06:43,0:26:24
2021-01-05 01:00:54+00:00,2021-01-05 01:07:37+00:00,0:06:43,0:26:55
2021-01-05 01:34:32+00:00,2021-01-05 01:41:04+00:00,0:06:32,0:26:08
2021-01-05 02:07:12+00:00,2021-01-05 02:14:02+00:00,0:06:50,0:26:59
2021-01-05 02:41:01+00:00,2021-01-05 02:47:26+00:00,0:06:25,0:27:20
2021-01-05 03:14:46+00:00,2021-01-05 03:21:09+00:00,0:06:23,0:27:45
2021-01-05 03:48:54+00:00,2021-01-05 03:55:52+00:00,0:06:58,0:28:36
2021-01-05 04:24:28+00:00,2021-01-05 04:31:15+00:00,0:06:47,0:29:07
2021-01-05 05:00:22+00:00,2021-01-05 05:07:17+00:00,0:06:55,0:29:02
2021-01-05 05:36:19+00:00,2021-01-05 05:43:11+00:00,0:06:52,0:26:40
2021-01-05 06:09:51+00:00,2021-01-05 06:16:34+00:00,0:06:43,0:27:07
2021-01-05 06:43:41+00:00,2021-01-05 06:50:02+00:00,0:06:21,0:28:01
2021-01-05 07:18:03+00:00,2021-01-05 07:24:51+00:00,0:06:48,0:28:20
2021-01-05 07:53:11+00:00,2021-01-05 08:00:29+00:00,0:07:18,0:29:05
2021-01-05 08:29:34+00:00,2021-01-05 08:36:17+00:00,0:06:43,0:29:23
2021-01-05 09:05:40+00:00,2021-01-05 09:12:28+00:00,0:06:48,0:28:11
2021-01-05 09:40:39+00:00,2021-01-05 09:47:03+00:00,0:06:24,0:28:44
2021-01-05 10:15:47+00:00,2021-01-05 10:22:23+00:00,0:06:36,0:28:54
2021-01-05 10:51:17+00:00,2021-01-05 10:57:45+00:00,0:06:28,0:28:38
2021-01-05 11:26:23+00:00,2021-01-05 11:33:27+00:00,0:07:04,0:28:31
2021-01-05 12:01:58+00:00,2021-01-05 12:08:49+00:00,0:06:51,0:27:44
2021-01-05 12:36:33+00:00,2021-01-05 12:43:12+00:00,0:06:39,0:28:26
2021-01-05 13:11:38+00:00,2021-01-05 13:18:21+00:00,0:06:43,0:28:18
2021-01-05 13:46:39+00:00,2021-01-05 13:53:07+00:00,0:06:28,0:28:21
2021-01-05 14:21:28+00:00,2021-01-05 14:28:30+00:00,0:07:02,0:28:14
2021-01-05 14:56:44+00:00,2021-01-05 15:03:25+00:00,0:06:41,0:29:19
2021-01-05 15:32:44+00:00,2021-01-05 15:39:40+00:00,0:06:56,0:28:44
2021-01-05 16:08:24+00:00,2021-01-05 16:14:50+00:00,0:06:26,0:29:03
2021-01-05 16:43:53+00:00,2021-01-05 16:50:45+00:00,0:06:52,0:27:47
2021-01-05 17:18:32+00:00,2021-01-05 17:25:25+00:00,0:06:53,0:28:47
2021-01-05 17:54:12+00:00,2021-01-05 18:01:01+00:00,0:06:49,0:18:23
2021-01-05 18:19:24+00:00,2021-01-05 18:26:14+00:00,0:06:50,0:20:24
2021-01-05 18:46:38+00:00,2021-01-05 18:53:07+00:00,0:06:29,0:25:24
2021-01-05 19:18:31+00:00,2021-01-05 19:25:20+00:00,0:06:49,0:26:06
2021-01-05 19:51:26+00:00,2021-01-05 19:58:04+00:00,0:06:38,0:22:57
2021-01-05 20:21:01+00:00,2021-01-05 20:27:34+00:00,0:06:33,0:23:31
2021-01-05 20:51:05+00:00,2021-01-05 20:57:35+00:00,0:06:30,0:26:19
2021-01-05 21:23:54+00:00,2021-01-05 21:30:21+00:00,0:06:27,0:26:29
2021-01-05 21:56:50+00:00,2021-01-05 22:03:53+00:00,0:07:03,0:26:57
2021-01-05 22:30:50+00:00,2021-01-05 22:37:32+00:00,0:06:42,0:26:42
2021-01-05 23:04:14+00:00,2021-01-05 23:10:43+00:00,0:06:29,0:27:14
2021-01-05 23:37:57+00:00,2021-01-05 23:44:25+00:00,0:06:28,0:27:43
2021-01-06 00:12:08+00:00,2021-01-06 00:18:45+00:00,0:06:37,0:28:19
2021-01-06 00:47:04+00:00,2021-01-06 00:53:46+00:00,0:06:42,0:29:04
2021-01-06 01:22:50+00:00,2021-01-06 01:29:41+00:00,0:06:51,0:28:52
2021-01-06 01:58:33+00:00,2021-01-06 02:05:23+00:00,0:06:50,0:29:07
2021-01-06 02:34:30+00:00,2021-01-06 02:41:12+00:00,0:06:42,0:29:37
2021-01-06 03:10:49+00:00,2021-01-06 03:17:25+00:00,0:06:36,0:28:55
2021-01-06 03:46:20+00:00,2021-01-06 03:53:01+00:00,0:06:41,0:28:30
2021-01-06 04:21:31+00:00,2021-01-06 04:28:14+00:00,0:06:43,0:29:31
2021-01-06 04:57:45+00:00,2021-01-06 05:04:57+00:00,0:07:12,0:30:06
2021-01-06 05:35:03+00:00,2021-01-06 05:42:04+00:00,0:07:01,0:27:35
2021-01-06 06:09:39+00:00,2021-01-06 06:15:53+00:00,0:06:14,0:29:37
2021-01-06 06:45:30+00:00,2021-01-06 06:52:53+00:00,0:07:23,0:25:00
2021-01-06 07:17:53+00:00,2021-01-06 07:24:44+00:00,0:06:51,0:26:45
2021-01-06 07:51:29+00:00,2021-01-06 07:57:43+00:00,0:06:14,0:27:26
2021-01-06 08:25:09+00:00,2021-01-06 08:31:29+00:00,0:06:20,0:29:07
2021-01-06 09:00:36+00:00,2021-01-06 09:07:02+00:00,0:06:26,0:28:50
2021-01-06 09:35:52+00:00,2021-01-06 09:42:42+00:00,0:06:50,0:30:17
2021-01-06 10:12:59+00:00,2021-01-06 10:19:24+00:00,0:06:25,0:30:32
2021-01-06 10:49:56+00:00,2021-01-06 10:56:37+00:00,0:06:41,0:30:06
2021-01-06 11:26:43+00:00,2021-01-06 11:33:21+00:00,0:06:38,0:30:57
2021-01-06 12:04:18+00:00,2021-01-06 12:11:16+00:00,0:06:58,0:31:10
2021-01-06 12:42:26+00:00,2021-01-06 12:49:15+00:00,0:06:49,0:29:28
2021-01-06 13:18:43+00:00,2021-01-06 13:25:12+00:00,0:06:29,0:28:43
2021-01-06 13:53:55+00:00,2021-01-06 14:00:24+00:00,0:06:29,0:29:15
2021-01-06 14:29:39+00:00,2021-01-06 14:36:06+00:00,0:06:27,0:28:47
2021-01-06 15:04:53+00:00,2021-01-06 15:11:37+00:00,0:06:44,0:27:59
2021-01-06 15:39:36+00:00,2021-01-06 15:46:06+00:00,0:06:30,0:27:56
2021-01-06 16:14:02+00:00,2021-01-06 16:20:30+00:00,0:06:28,0:27:01
2021-01-06 16:47:31+00:00,2021-01-06 16:53:56+00:00,0:06:25,0:20:36
2021-01-06 17:14:32+00:00,2021-01-06 17:20:56+00:00,0:06:24,0:25:50
2021-01-06 17:46:46+00:00,2021-01-06 17:53:22+00:00,0:06:36,0:26:01
2021-01-06 18:19:23+00:00,2021-01-06 18:26:02+00:00,0:06:39,0:21:43
2021-01-06 18:47:45+00:00,2021-01-06 18:54:31+00:00,0:06:46,0:23:00
2021-01-06 19:17:31+00:00,2021-01-06 19:24:04+00:00,0:06:33,0:25:40
2021-01-06 19:49:44+00:00,2021-01-06 19:55:51+00:00,0:06:07,0:26:12
2021-01-06 20:22:03+00:00,2021-01-06 20:28:12+00:00,0:06:09,0:26:55
2021-01-06 20:55:07+00:00,2021-01-06 21:01:44+00:00,0:06:37,0:27:09
2021-01-06 21:28:53+00:00,2021-01-06 21:35:16+00:00,0:06:23,0:27:25
2021-01-06 22:02:41+00:00,2021-01-06 22:09:36+00:00,0:06:55,0:27:54
2021-01-06 22:37:30+00:00,2021-01-06 22:43:56+00:00,0:06:26,0:28:20
2021-01-06 23:12:16+00:00,2021-01-06 23:18:46+00:00,0:06:30,0:28:34
2021-01-06 23:47:20+00:00,2021-01-06 23:54:33+00:00,0:07:13,0:29:29
2021-01-07 00:24:02+00:00,2021-01-07 00:30:38+00:00,0:06:36,0:30:03
2021-01-07 01:00:41+00:00,2021-01-07 01:07:33+00:00,0:06:52,0:29:22
2021-01-07 01:36:55+00:00,2021-01-07 01:43:34+00:00,0:06:39,0:00:39
2021-01-07 01:44:13+00:00,2021-01-07 01:44:14+00:00,0:00:01,0:00:50
2021-01-07 01:45:04+00:00,2021-01-07 01:45:05+00:00,0:00:01,0:28:08
2021-01-07 02:13:13+00:00,2021-01-07 02:20:06+00:00,0:06:53,0:29:35
2021-01-07 02:49:41+00:00,2021-01-07 02:56:33+00:00,0:06:52,0:29:47
2021-01-07 03:26:20+00:00,2021-01-07 03:33:13+00:00,0:06:53,0:30:45
2021-01-07 04:03:58+00:00,2021-01-07 04:10:27+00:00,0:06:29,0:30:41
2021-01-07 04:41:08+00:00,2021-01-07 04:48:10+00:00,0:07:02,0:30:25
2021-01-07 05:18:35+00:00,2021-01-07 05:25:30+00:00,0:06:55,0:30:37
2021-01-07 05:56:07+00:00,2021-01-07 06:02:53+00:00,0:06:46,0:28:51
2021-01-07 06:31:44+00:00,2021-01-07 06:38:56+00:00,0:07:12,0:31:35
2021-01-07 07:10:31+00:00,2021-01-07 07:17:28+00:00,0:06:57,0:29:36
2021-01-07 07:47:04+00:00,2021-01-07 07:54:05+00:00,0:07:01,0:22:04
2021-01-07 08:16:09+00:00,2021-01-07 08:22:43+00:00,0:06:34,0:24:00
2021-01-07 08:46:43+00:00,2021-01-07 08:53:28+00:00,0:06:45,0:24:39
2021-01-07 09:18:07+00:00,2021-01-07 09:24:34+00:00,0:06:27,0:25:35
2021-01-07 09:50:09+00:00,2021-01-07 09:56:55+00:00,0:06:46,0:26:41
2021-01-07 10:23:36+00:00,2021-01-07 10:30:08+00:00,0:06:32,0:26:40
2021-01-07 10:56:48+00:00,2021-01-07 11:03:39+00:00,0:06:51,0:26:45
2021-01-07 11:30:24+00:00,2021-01-07 11:37:20+00:00,0:06:56,0:26:48
2021-01-07 12:04:08+00:00,2021-01-07 12:11:10+00:00,0:07:02,0:27:42
2021-01-07 12:38:52+00:00,2021-01-07 12:46:01+00:00,0:07:09,0:28:45
2021-01-07 13:14:46+00:00,2021-01-07 13:21:12+00:00,0:06:26,0:27:57
2021-01-07 13:49:09+00:00,2021-01-07 13:55:38+00:00,0:06:29,0:28:02
2021-01-07 14:23:40+00:00,2021-01-07 14:30:11+00:00,0:06:31,0:27:45
2021-01-07 14:57:56+00:00,2021-01-07 15:04:19+00:00,0:06:23,0:27:35
2021-01-07 15:31:54+00:00,2021-01-07 15:38:32+00:00,0:06:38,0:27:38
2021-01-07 16:06:10+00:00,2021-01-07 16:12:48+00:00,0:06:38,0:27:57
2021-01-07 16:40:45+00:00,2021-01-07 16:47:19+00:00,0:06:34,0:27:04
2021-01-07 17:14:23+00:00,2021-01-07 17:20:44+00:00,0:06:21,0:26:40
2021-01-07 17:47:24+00:00,2021-01-07 17:54:09+00:00,0:06:45,0:28:36
2021-01-07 18:22:45+00:00,2021-01-07 18:29:41+00:00,0:06:56,0:23:21
2021-01-07 18:53:02+00:00,2021-01-07 18:59:05+00:00,0:06:03,0:26:35
2021-01-07 19:25:40+00:00,2021-01-07 19:31:56+00:00,0:06:16,0:27:26
2021-01-07 19:59:22+00:00,2021-01-07 20:05:53+00:00,0:06:31,0:28:27
2021-01-07 20:34:20+00:00,2021-01-07 20:40:47+00:00,0:06:27,0:28:29
2021-01-07 21:09:16+00:00,2021-01-07 21:15:48+00:00,0:06:32,0:29:19
2021-01-07 21:45:07+00:00,2021-01-07 21:51:38+00:00,0:06:31,0:24:24
2021-01-07 22:16:02+00:00,2021-01-07 22:22:20+00:00,0:06:18,0:28:27
2021-01-07 22:50:47+00:00,2021-01-07 22:57:28+00:00,0:06:41,0:28:17
2021-01-07 23:25:45+00:00,2021-01-07 23:32:10+00:00,0:06:25,0:28:35
2021-01-08 00:00:45+00:00,2021-01-08 00:07:10+00:00,0:06:25,0:29:12
2021-01-08 00:36:22+00:00,2021-01-08 00:42:52+00:00,0:06:30,0:30:04
2021-01-08 01:12:56+00:00,2021-01-08 01:19:44+00:00,0:06:48,0:29:35
2021-01-08 01:49:19+00:00,2021-01-08 01:55:55+00:00,0:06:36,0:29:46
2021-01-08 02:25:41+00:00,2021-01-08 02:32:16+00:00,0:06:35,0:29:54
2021-01-08 03:02:10+00:00,2021-01-08 03:09:12+00:00,0:07:02,0:31:03
2021-01-08 03:40:15+00:00,2021-01-08 03:47:04+00:00,0:06:49,0:30:24
2021-01-08 04:17:28+00:00,2021-01-08 04:24:33+00:00,0:07:05,0:30:37
2021-01-08 04:55:10+00:00,2021-01-08 05:02:19+00:00,0:07:09,0:30:25
2021-01-08 05:32:44+00:00,2021-01-08 05:39:31+00:00,0:06:47,0:27:45
2021-01-08 06:07:16+00:00,2021-01-08 06:14:10+00:00,0:06:54,0:26:45
2021-01-08 06:40:55+00:00,2021-01-08 06:47:48+00:00,0:06:53,0:28:55
2021-01-08 07:16:43+00:00,2021-01-08 07:23:45+00:00,0:07:02,0:30:07
2021-01-08 07:53:52+00:00,2021-01-08 08:01:09+00:00,0:07:17,0:30:33
2021-01-08 08:31:42+00:00,2021-01-08 08:39:06+00:00,0:07:24,0:30:36
2021-01-08 09:09:42+00:00,2021-01-08 09:16:44+00:00,0:07:02,0:30:58
2021-01-08 09:47:42+00:00,2021-01-08 09:54:40+00:00,0:06:58,0:31:30
2021-01-08 10:26:10+00:00,2021-01-08 10:33:01+00:00,0:06:51,0:30:50
2021-01-08 11:03:51+00:00,2021-01-08 11:10:58+00:00,0:07:07,0:29:55
2021-01-08 11:40:53+00:00,2021-01-08 11:47:47+00:00,0:06:54,0:29:41
2021-01-08 12:17:28+00:00,2021-01-08 12:24:16+00:00,0:06:48,0:28:47
