time,voltage,current,frequency,power
442,122.878125,0.003,786.42,0.368634375
443,122.878125,0.003,786.42,0.368634375
444,49.653749999999995,0.003,60.0,0.14896125
445,122.878125,0.003,786.42,0.368634375
446,122.878125,0.003,786.42,0.368634375
447,122.878125,0.003,786.42,0.368634375
448,122.878125,0.004,60.0,0.4915125
449,107.034375,0.007,60.0,0.749240625
450,82.775625,0.005,60.0,0.41387812500000004
451,93.06375,0.006,786.42,0.5583825
452,122.878125,0.006,786.42,0.73726875
453,50.060625,0.003,60.0,0.15018187500000002
454,122.878125,0.003,786.42,0.368634375
455,122.878125,0.003,786.42,0.368634375
456,122.878125,0.003,786.42,0.368634375
457,122.878125,0.003,786.42,0.368634375
458,122.878125,0.003,786.42,0.368634375
459,0.058125,0.001,786.42,5.8125e-05
460,122.878125,0.001,87.66,0.122878125
461,79.74375,0.003,60.0,0.23923125000000003
462,122.878125,0.004,60.0,0.4915125
463,106.05,0.005,60.0,0.53025
464,122.878125,0.005,60.0,0.614390625
465,98.266875,0.004,60.0,0.3930675
466,96.46125,0.004,60.0,0.38584500000000005
467,108.20250000000001,0.004,60.0,0.4328100000000001
468,89.675625,0.006,60.0,0.53805375
469,103.04437500000002,0.004,60.0,0.4121775000000001
470,107.23499999999999,0.004,60.0,0.42893999999999993
471,109.27875000000002,0.005,60.0,0.5463937500000001
472,109.06312499999999,0.005,786.42,0.545315625
473,122.878125,0.005,786.42,0.614390625
474,49.655625,0.003,60.0,0.148966875
475,85.365,0.006,60.0,0.51219
476,49.65,0.003,60.0,0.14895
477,122.878125,0.003,786.42,0.368634375
478,49.24125,0.003,60.0,0.14772375000000001
479,122.878125,0.003,786.42,0.368634375
480,122.878125,0.003,786.42,0.368634375
481,122.878125,0.003,786.42,0.368634375
482,122.878125,0.003,3.06,0.368634375
483,102.075,0.004,60.0,0.4083
484,49.651875000000004,0.003,60.0,0.148955625
485,96.77437499999999,0.006,60.0,0.5806462499999999
486,122.878125,0.006,786.24,0.73726875
487,122.878125,0.006,786.42,0.73726875
488,122.878125,0.006,786.42,0.73726875
489,61.186875,0.004,60.0,0.2447475
490,122.85,0.004,786.24,0.4914
491,122.878125,0.004,786.42,0.4915125
492,122.878125,0.004,786.42,0.4915125
493,122.878125,0.004,786.42,0.4915125
494,122.878125,0.004,72.768,0.4915125
495,79.11749999999999,0.004,60.0,0.31647
496,109.77562500000002,0.005,60.0,0.5488781250000001
497,93.99187500000001,0.007,60.0,0.6579431250000001
498,98.89312499999998,0.004,60.0,0.39557249999999994
499,98.77125,0.004,60.0,0.39508499999999996
500,95.3925,0.004,60.0,0.38157
501,103.865625,0.004,60.0,0.4154625
502,64.978125,0.003,60.0,0.19493437500000002
503,104.75062499999999,0.004,60.0,0.41900249999999994
504,92.14125,0.007,60.0,0.64498875
505,109.865625,0.008,60.0,0.878925
506,92.611875,0.007,60.0,0.648283125
507,93.076875,0.007,60.0,0.651538125
508,93.99,0.007,60.0,0.65793
509,109.93875,0.008,60.0,0.87951
510,93.075,0.007,60.0,0.651525
511,95.525625,0.004,60.0,0.3821025
512,92.37937500000001,0.007,60.0,0.6466556250000001
513,108.78937500000002,0.008,60.0,0.8703150000000002
514,92.84625,0.007,60.0,0.64992375
515,94.985625,0.004,60.0,0.3799425
516,92.84625,0.007,60.0,0.64992375
517,110.11125,0.008,60.0,0.88089
518,99.86812499999999,0.008,60.0,0.7989449999999999
519,95.795625,0.007,60.0,0.670569375
520,96.328125,0.007,60.0,0.674296875
