time,voltage,current,frequency,power
0,49.67062500000001,0.2,60.0,9.934125000000002
1,108.283125,0.599,60.0,64.861591875
2,101.18812499999999,0.516,60.0,52.213072499999996
3,86.50687500000001,0.412,60.0,35.6408325
4,108.73687499999998,0.613,60.0,66.65570437499998
5,105.85687500000002,0.536,60.0,56.73928500000001
6,50.484375,0.204,60.0,10.298812499999999
7,50.488125,0.207,60.0,10.451041875
8,51.705,0.226,60.0,11.68533
9,51.29812499999999,0.206,60.0,10.567413749999998
10,52.11749999999999,0.211,60.0,10.996792499999998
11,84.834375,0.36,60.0,30.540374999999997
12,52.11375,0.215,60.0,11.20445625
13,52.11,0.22,60.0,11.4642
14,52.111875,0.207,60.0,10.787158125
15,52.11375,0.222,60.0,11.569252500000001
16,51.70687499999999,0.208,60.0,10.755029999999998
17,108.204375,0.618,60.0,66.87030375
18,51.703125,0.225,60.0,11.633203125
19,102.90187499999999,0.53,60.0,54.53799375
20,54.530625,0.215,60.0,11.724084375
21,108.74437500000002,0.607,60.0,66.00783562500001
22,52.92,0.212,60.0,11.21904
23,107.25375,0.559,60.0,59.95484625
24,81.905625,0.341,60.0,27.929818125
25,51.3,0.215,60.0,11.029499999999999
26,51.29812499999999,0.213,60.0,10.926500624999997
27,51.3,0.206,60.0,10.567799999999998
28,79.455,0.386,60.0,30.66963
29,107.98499999999999,0.603,60.0,65.114955
30,105.03562500000001,0.541,60.0,56.82427312500001
31,106.48687499999998,0.555,60.0,59.100215625
32,52.111875,0.221,60.0,11.516724374999999
33,50.893125000000005,0.2,60.0,10.178625000000002
34,51.708749999999995,0.211,60.0,10.91054625
35,51.708749999999995,0.223,60.0,11.531051249999999
36,51.29812499999999,0.203,60.0,10.413519375
37,51.708749999999995,0.215,60.0,11.11738125
38,108.91875,0.604,60.0,65.786925
39,108.74250000000002,0.615,60.0,66.87663750000002
40,51.30187500000001,0.212,60.0,10.875997500000002
41,108.74250000000002,0.614,60.0,66.76789500000001
42,108.73875000000001,0.617,60.0,67.09180875
43,109.23375000000001,0.614,60.0,67.0695225
44,85.95375,0.389,60.0,33.43600875
45,86.23125,0.377,60.0,32.509181250000005
46,50.07937499999999,0.214,60.0,10.716986249999998
47,50.0775,0.211,60.0,10.566352499999999
48,50.48625,0.215,60.0,10.85454375
49,101.83500000000001,0.527,60.0,53.66704500000001
50,50.07937499999999,0.202,60.0,10.11603375
51,49.67062500000001,0.201,60.0,9.983795625000003
52,50.0775,0.197,60.0,9.8652675
53,85.95375,0.404,60.0,34.725315
54,108.13500000000002,0.597,60.0,64.55659500000002
55,108.74437500000002,0.592,60.0,64.37667
56,109.13624999999999,0.608,60.0,66.35484
57,50.07937499999999,0.207,60.0,10.366430624999998
58,108.800625,0.619,60.0,67.34758687499999
59,107.98687499999998,0.602,60.0,65.00809874999999
60,50.075624999999995,0.196,60.0,9.8148225
61,88.9125,0.442,60.0,39.299324999999996
62,51.705,0.209,60.0,10.806344999999999
63,51.3,0.216,60.0,11.0808
64,51.70687499999999,0.219,60.0,11.323805624999999
65,79.449375,0.327,60.0,25.979945625000003
66,108.28125,0.593,60.0,64.21078125
67,100.86187499999998,0.528,60.0,53.255069999999996
68,108.140625,0.584,60.0,63.15412499999999
69,57.315,0.222,60.0,12.72393
70,51.286874999999995,0.211,60.0,10.821530625
71,50.874375,0.213,60.0,10.836241875
72,51.28875000000001,0.221,60.0,11.334813750000002
73,51.23812499999999,0.203,60.0,10.401339375
74,51.249375,0.206,60.0,10.55737125
75,51.61687500000001,0.215,60.0,11.097628125000002
76,105.778125,0.554,60.0,58.60108125000001
77,50.05875,0.2,60.0,10.011750000000001
78,50.0625,0.21,60.0,10.513125
79,50.06625,0.214,60.0,10.7141775
80,100.33500000000001,0.492,60.0,49.36482
81,107.889375,0.609,60.0,65.704629375
82,60.43125,0.258,60.0,15.591262500000001
83,59.6625,0.24,60.0,14.318999999999999
84,50.0775,0.197,60.0,9.8652675
85,49.67062500000001,0.202,60.0,10.033466250000002
86,59.6625,0.25,60.0,14.915625
87,51.3,0.201,60.0,10.3113
88,50.07937499999999,0.201,60.0,10.065954374999999
89,50.07937499999999,0.206,60.0,10.316351249999999
90,50.07937499999999,0.212,60.0,10.616827499999998
91,49.67062500000001,0.206,60.0,10.23214875
92,50.07937499999999,0.194,60.0,9.715398749999999
93,49.67062500000001,0.199,60.0,9.884454375000002
94,50.07937499999999,0.21,60.0,10.516668749999997
95,101.35499999999999,0.518,60.0,52.501889999999996
96,104.91937500000002,0.524,60.0,54.97775250000001
97,50.48625,0.2,60.0,10.09725
98,51.30375,0.218,60.0,11.1842175
99,51.71062500000001,0.211,60.0,10.910941875
100,86.78999999999999,0.403,60.0,34.976369999999996
101,90.69375,0.441,60.0,39.995943749999995
102,91.44,0.445,60.0,40.6908
103,105.45374999999999,0.901,60.0,95.01382874999999
104,87.88875,0.004,60.0,0.351555
105,99.485625,0.007,60.0,0.696399375
106,122.878125,0.007,786.42,0.860146875
107,122.878125,0.007,786.42,0.860146875
108,108.84937499999998,0.009,786.42,0.9796443749999998
109,92.41125000000001,0.006,60.0,0.5544675000000001
110,55.33312500000001,0.004,60.0,0.22133250000000004
111,51.30375,0.003,60.0,0.15391125
112,51.30187500000001,0.003,60.0,0.15390562500000005
113,107.251875,0.007,60.0,0.750763125
114,50.488125,0.003,60.0,0.15146437499999998
115,52.115625,0.004,60.0,0.20846250000000002
116,54.13312499999999,0.004,60.0,0.21653249999999996
117,51.30375,0.003,60.0,0.15391125
118,49.6725,0.003,60.0,0.1490175
119,87.59812500000001,0.006,60.0,0.52558875
120,50.0775,0.003,60.0,0.1502325
121,107.990625,0.008,60.0,0.8639249999999999
122,108.868125,0.008,60.0,0.8709450000000001
123,55.33125,0.004,60.0,0.221325
124,52.111875,0.004,60.0,0.2084475
125,51.708749999999995,0.003,60.0,0.15512625
126,51.305625,0.004,60.0,0.2052225
127,51.30187500000001,0.003,60.0,0.15390562500000005
128,87.86625000000001,0.006,60.0,0.5271975000000001
129,51.30187500000001,0.003,60.0,0.15390562500000005
130,51.30375,0.003,60.0,0.15391125
131,51.30375,0.003,60.0,0.15391125
132,51.30187500000001,0.003,60.0,0.15390562500000005
133,51.305625,0.003,60.0,0.153916875
134,52.11375,0.003,60.0,0.15634125000000001
135,108.28874999999998,0.008,60.0,0.8663099999999998
136,78.500625,0.005,60.0,0.392503125
137,107.8425,0.008,60.0,0.8627400000000001
138,61.209375,0.004,60.0,0.2448375
139,54.93375000000001,0.004,60.0,0.21973500000000004
140,51.708749999999995,0.004,60.0,0.206835
141,51.30375,0.003,60.0,0.15391125
142,51.71062500000001,0.003,60.0,0.15513187500000003
143,51.71062500000001,0.003,60.0,0.15513187500000003
144,51.71062500000001,0.003,60.0,0.15513187500000003
145,51.708749999999995,0.003,60.0,0.15512625
146,52.111875,0.004,60.0,0.2084475
147,51.30187500000001,0.003,60.0,0.15390562500000005
148,52.11375,0.003,60.0,0.15634125000000001
149,51.708749999999995,0.003,60.0,0.15512625
150,52.11375,0.004,60.0,0.20845500000000003
151,51.7125,0.003,60.0,0.1551375
152,51.708749999999995,0.003,60.0,0.15512625
153,52.111875,0.003,60.0,0.156335625
154,51.708749999999995,0.003,60.0,0.15512625
155,51.708749999999995,0.003,60.0,0.15512625
156,51.708749999999995,0.003,60.0,0.15512625
157,51.7125,0.003,60.0,0.1551375
158,52.11375,0.004,60.0,0.20845500000000003
159,52.11375,0.003,60.0,0.15634125000000001
160,51.71062500000001,0.004,60.0,0.20684250000000004
161,51.708749999999995,0.003,60.0,0.15512625
162,52.11375,0.003,60.0,0.15634125000000001
163,51.708749999999995,0.003,60.0,0.15512625
164,52.115625,0.003,60.0,0.156346875
165,52.11375,0.003,60.0,0.15634125000000001
166,52.11375,0.003,60.0,0.15634125000000001
167,51.70687499999999,0.004,60.0,0.20682749999999997
168,52.115625,0.003,60.0,0.156346875
169,51.708749999999995,0.003,60.0,0.15512625
170,51.30375,0.003,60.0,0.15391125
171,52.115625,0.003,60.0,0.156346875
172,52.111875,0.003,60.0,0.156335625
173,51.71062500000001,0.003,60.0,0.15513187500000003
174,52.11,0.004,60.0,0.20844000000000001
175,51.71062500000001,0.003,60.0,0.15513187500000003
176,52.11375,0.004,60.0,0.20845500000000003
177,52.111875,0.004,60.0,0.2084475
178,52.115625,0.003,60.0,0.156346875
179,51.708749999999995,0.004,60.0,0.206835
180,51.70687499999999,0.003,60.0,0.15512062499999998
181,51.708749999999995,0.003,60.0,0.15512625
182,52.111875,0.004,60.0,0.2084475
183,51.71062500000001,0.003,60.0,0.15513187500000003
184,51.70687499999999,0.003,60.0,0.15512062499999998
185,51.708749999999995,0.004,60.0,0.206835
186,51.71062500000001,0.003,60.0,0.15513187500000003
187,51.708749999999995,0.003,60.0,0.15512625
188,51.71062500000001,0.003,60.0,0.15513187500000003
189,51.708749999999995,0.003,60.0,0.15512625
190,51.708749999999995,0.003,60.0,0.15512625
191,51.3,0.004,60.0,0.2052
192,52.11375,0.003,60.0,0.15634125000000001
193,51.708749999999995,0.003,60.0,0.15512625
194,51.708749999999995,0.003,60.0,0.15512625
195,51.70687499999999,0.003,60.0,0.15512062499999998
196,52.115625,0.004,60.0,0.20846250000000002
197,51.708749999999995,0.003,60.0,0.15512625
198,51.3,0.003,60.0,0.15389999999999998
199,51.708749999999995,0.003,60.0,0.15512625
200,51.705,0.003,60.0,0.155115
201,51.708749999999995,0.003,60.0,0.15512625
202,52.111875,0.003,60.0,0.156335625
203,51.708749999999995,0.003,60.0,0.15512625
204,52.111875,0.003,60.0,0.156335625
205,52.115625,0.003,60.0,0.156346875
206,51.708749999999995,0.003,60.0,0.15512625
207,52.11375,0.003,60.0,0.15634125000000001
208,51.71062500000001,0.003,60.0,0.15513187500000003
209,51.708749999999995,0.003,60.0,0.15512625
210,51.70687499999999,0.003,60.0,0.15512062499999998
211,52.115625,0.003,60.0,0.156346875
212,51.70687499999999,0.003,60.0,0.15512062499999998
213,51.708749999999995,0.003,60.0,0.15512625
214,52.115625,0.003,60.0,0.156346875
215,51.708749999999995,0.003,60.0,0.15512625
216,52.11375,0.003,60.0,0.15634125000000001
217,54.53249999999999,0.004,60.0,0.21812999999999996
218,51.70687499999999,0.003,60.0,0.15512062499999998
219,51.705,0.003,60.0,0.155115
